transaction_id,transactional_date,product_id,customer_id,payment,credit_card,loyalty_card,cost,quantity,price
2055,10/18/2021 14:16,P0322,3,americanexpress,3.74E+14,F,13.65,1,14.89
2056,10/18/2021 16:11,P0687,7,visa,4.04E+15,F,16.69,1,18.09
2057,10/18/2021 19:12,P0441,10,mastercard,5.05E+15,F,1.98,2,2.49
2058,10/18/2021 20:40,P0367,6,americanexpress,3.74E+14,F,11.63,2,12.89
2059,10/18/2021 21:47,P0682,6,americanexpress,3.74E+14,F,6.92,2,8.09
2060,10/18/2021 23:34,P0489,2,mastercard,5.05E+15,T,8.46,1,9.49
2061,10/18/2021 23:46,P0455,8,visa,4.04E+15,T,1.63,3,1.79
2062,10/19/2021 0:37,P0098,8,visa,4.04E+12,F,0.74,1,1.59
2063,10/19/2021 2:34,P0577,5,mastercard,5.11E+15,F,7.24,1,8.19
2064,10/19/2021 4:42,P0549,7,,6.77E+17,F,16.85,1,18.19
2065,10/19/2021 11:09,P0517,2,americanexpress,3.74E+14,F,5.11,2,5.79
2066,10/19/2021 12:02,P0429,4,americanexpress,3.74E+14,T,0.78,2,1.59
2067,10/19/2021 13:12,P0188,7,visa,4.04E+15,F,6.75,2,7.99
2068,10/19/2021 16:43,P0605,9,americanexpress,3.74E+14,F,4.77,1,5.09
2069,10/19/2021 20:14,P0226,7,visa,4.04E+15,F,8.06,1,8.69
2070,10/19/2021 23:26,P0453,5,americanexpress,3.74E+14,F,12.82,4,14.49
2071,10/19/2021 23:39,P0430,8,mastercard,5.05E+15,F,17.67,2,18.99
2072,10/20/2021 15:51,P0566,8,mastercard,5.05E+15,F,1.77,1,2.09
2073,10/20/2021 16:08,P0136,2,mastercard,5.11E+15,F,3.23,4,4.39
2074,10/20/2021 20:39,P0339,5,americanexpress,3.74E+14,F,19.62,6,21.39
2075,10/20/2021 22:06,P0246,6,visa,4.04E+12,F,18.7,3,20.69
2076,10/20/2021 22:18,P0566,2,mastercard,5.05E+15,F,1.77,1,2.09
2077,10/20/2021 22:23,P0531,8,americanexpress,3.74E+14,F,3.2,1,4.39
2078,10/21/2021 1:59,P0371,6,visa,4.04E+15,F,5.38,1,6.29
2079,10/21/2021 4:50,P0719,7,visa,4.04E+15,F,5.75,3,6.89
2080,10/21/2021 5:40,P0550,9,mastercard,5.05E+15,F,15.35,2,17.09
2081,10/21/2021 6:44,P0290,7,mastercard,5.05E+15,F,18.11,1,19.79
2082,10/21/2021 11:55,P0217,8,visa,4.04E+12,F,14.96,4,16.49
2083,10/21/2021 13:29,P0593,6,americanexpress,3.74E+14,F,17.78,3,19.19
2084,10/21/2021 16:32,P0447,9,visa,4.04E+12,F,13.43,1,14.79
2085,10/21/2021 21:08,P0428,4,mastercard,5.05E+15,T,12.91,1,14.49
2086,10/21/2021 23:50,P0311,7,americanexpress,3.74E+14,F,9.99,3,11.39
2087,10/22/2021 8:38,P0164,6,americanexpress,3.74E+14,F,18.98,2,20.99
2088,10/22/2021 8:58,P0590,7,mastercard,5.05E+15,F,8.1,1,8.79
2089,10/22/2021 9:01,P0448,4,,6.76E+18,F,7.11,2,8.19
2090,10/22/2021 13:09,P0159,5,visa,4.04E+15,F,12.16,2,13.69
2091,10/22/2021 15:43,P0609,5,visa,4.04E+15,F,6.31,2,7.69
2092,10/22/2021 18:06,P0633,3,mastercard,5.11E+15,T,10.04,1,11.39
2093,10/22/2021 19:24,P0392,8,,3.58E+15,F,13.78,6,14.89
2094,10/22/2021 21:38,P0101,9,visa,4.04E+12,T,16.11,1,17.89
2095,10/22/2021 23:54,P0270,9,americanexpress,3.74E+14,F,6.97,1,8.09
2096,10/23/2021 1:28,P0284,3,americanexpress,3.74E+14,F,1.03,1,1.59
2097,10/23/2021 3:58,P0183,6,mastercard,5.11E+15,F,4.77,2,5.09
2098,10/23/2021 4:26,P0517,8,mastercard,5.11E+15,F,5.11,1,5.79
2099,10/23/2021 5:03,P0438,5,mastercard,5.05E+15,T,5.21,4,5.99
2100,10/23/2021 5:18,P0370,7,visa,4.04E+12,F,19.51,1,21.29
2101,10/23/2021 6:49,P0621,6,mastercard,5.05E+15,F,17.47,4,18.59
2102,10/23/2021 7:39,P0532,8,americanexpress,3.74E+14,F,8.96,1,10.29
2103,10/23/2021 10:12,P0044,8,visa,4.04E+15,F,12.64,2,14.29
2104,10/23/2021 14:53,P0594,7,mastercard,5.05E+15,T,6.68,2,7.99
2105,10/23/2021 17:10,P0454,8,visa,4.04E+15,T,5.79,5,6.99
2106,10/23/2021 19:06,P0247,7,visa,4.04E+12,T,13.58,3,14.79
2107,10/23/2021 20:01,P0170,7,visa,4.04E+12,F,8.13,2,8.89
2108,10/23/2021 22:37,P0304,5,americanexpress,3.74E+14,T,9.19,2,10.69
2109,10/24/2021 2:56,P0408,8,mastercard,5.11E+15,F,8.24,1,9.09
2110,10/24/2021 4:20,P0512,6,americanexpress,3.74E+14,F,15.55,2,17.39
2111,10/24/2021 8:36,P0254,6,mastercard,5.05E+15,T,11.44,1,12.49
2112,10/24/2021 12:40,P0675,4,americanexpress,3.74E+14,F,12.34,3,13.99
2113,10/24/2021 16:23,P0456,6,americanexpress,3.74E+14,F,18.35,1,20.19
2114,10/24/2021 19:59,P0261,6,americanexpress,3.74E+14,F,2.43,2,3.39
2115,10/24/2021 20:12,P0282,6,mastercard,5.11E+15,F,10.86,7,11.59
2116,10/24/2021 22:43,P0704,6,mastercard,5.11E+15,F,13.67,1,14.89
2117,10/24/2021 22:47,P0445,6,americanexpress,3.74E+14,F,0.15,1,1.19
2118,10/25/2021 2:37,P0644,7,visa,4.04E+12,F,11.48,2,12.59
2119,10/25/2021 9:14,P0412,3,americanexpress,3.74E+14,F,16.11,1,17.89
2120,10/25/2021 13:04,P0369,8,americanexpress,3.74E+14,F,8.08,3,8.79
2121,10/25/2021 14:58,P0593,4,americanexpress,3.74E+14,T,17.78,3,19.19
2122,10/25/2021 15:10,P0350,9,visa,4.04E+15,F,17.21,4,18.19
2123,10/25/2021 19:15,P0406,1,americanexpress,3.74E+14,F,7.19,2,8.19
2124,10/25/2021 20:59,P0469,3,visa,4.04E+12,F,0.92,1,1.59
2125,10/26/2021 1:01,P0400,2,visa,4.04E+12,F,6.39,2,7.69
2126,10/26/2021 5:49,P0257,6,americanexpress,3.74E+14,F,14.78,4,16.19
2127,10/26/2021 6:06,P0386,8,mastercard,5.11E+15,F,19.79,2,21.39
2128,10/26/2021 6:29,P0339,9,americanexpress,3.74E+14,F,19.62,2,21.39
2129,10/26/2021 6:30,P0516,7,mastercard,5.05E+15,F,6.12,4,7.49
2130,10/26/2021 8:29,P0639,6,americanexpress,3.74E+14,F,14.14,2,14.89
2131,10/26/2021 9:44,P0702,6,americanexpress,3.74E+14,F,6.51,1,7.89
2132,10/26/2021 10:28,P0170,5,mastercard,5.05E+15,F,8.13,3,8.89
2133,10/26/2021 12:21,P0492,10,americanexpress,3.74E+14,F,16.12,4,17.89
2134,10/26/2021 17:50,P0339,7,visa,4.04E+12,F,19.62,2,21.39
2135,10/26/2021 18:25,P0364,5,americanexpress,3.74E+14,T,15.78,2,17.59
2136,10/26/2021 18:26,P0267,4,visa,4.04E+12,T,13.36,1,14.79
2137,10/26/2021 21:20,P0606,4,americanexpress,3.74E+14,F,14.31,1,15.19
2138,10/26/2021 22:53,P0684,2,americanexpress,3.74E+14,F,6.15,1,7.49
2139,10/27/2021 1:30,P0456,5,visa,4.04E+15,F,18.35,2,20.19
2140,10/27/2021 2:03,P0166,7,americanexpress,3.74E+14,F,10.88,7,11.59
2141,10/27/2021 3:27,P0217,7,mastercard,5.11E+15,F,14.96,2,16.49
2142,10/27/2021 3:31,P0044,6,mastercard,5.05E+15,T,12.64,5,14.29
2143,10/27/2021 6:01,P0270,6,americanexpress,3.74E+14,T,6.97,2,8.09
2144,10/27/2021 6:19,P0053,8,americanexpress,3.74E+14,F,0.33,1,1.29
2145,10/27/2021 6:31,P0159,8,americanexpress,3.74E+14,T,12.16,2,13.69
2146,10/27/2021 10:27,P0456,5,mastercard,5.11E+15,F,18.35,3,20.19
2147,10/27/2021 11:04,P0509,6,americanexpress,3.74E+14,F,11.66,2,12.89
2148,10/27/2021 13:12,P0105,7,mastercard,5.05E+15,F,15.47,1,17.29
2149,10/27/2021 15:56,P0112,2,mastercard,5.11E+15,F,17.89,2,19.39
2150,10/27/2021 18:40,P0167,8,americanexpress,3.74E+14,F,13.32,6,14.79
2151,10/27/2021 18:48,P0540,7,visa,4.04E+15,F,18.72,1,20.69
2152,10/27/2021 19:00,P0363,4,visa,4.04E+15,F,14.85,1,16.29
2153,10/27/2021 19:33,P0345,7,visa,4.04E+15,F,7.18,2,8.19
2154,10/28/2021 0:11,P0294,3,americanexpress,3.74E+14,F,12.38,1,13.99
2155,10/28/2021 0:14,P0593,6,visa,4.04E+12,F,17.78,4,19.19
2156,10/28/2021 0:26,P0195,7,visa,4.04E+12,F,17.91,2,19.39
2157,10/28/2021 2:01,P0176,4,mastercard,5.11E+15,F,14.46,5,15.59
2158,10/28/2021 3:53,P0223,5,visa,4.04E+15,F,6.71,3,7.99
2159,10/28/2021 5:07,P0353,6,visa,4.04E+12,F,15.1,1,16.69
2160,10/28/2021 5:09,P0437,6,americanexpress,3.74E+14,F,0.1,5,1.19
2161,10/28/2021 6:56,P0373,9,visa,4.04E+15,F,12.85,3,14.49
2162,10/28/2021 8:21,P0572,4,mastercard,5.11E+15,T,5.45,1,6.39
2163,10/28/2021 9:49,P0222,1,americanexpress,3.74E+14,F,16.56,1,18.09
2164,10/28/2021 10:48,P0356,5,mastercard,5.11E+15,F,2.39,4,3.29
2165,10/28/2021 12:53,P0220,8,mastercard,5.11E+15,F,16,3,17.79
2166,10/28/2021 18:25,P0652,10,visa,4.04E+12,F,0.87,1,1.59
2167,10/29/2021 0:25,P0676,9,americanexpress,3.74E+14,F,4.72,1,4.99
2168,10/29/2021 1:55,P0172,7,,3.59E+15,F,19.67,1,21.39
2169,10/29/2021 3:24,P0468,9,americanexpress,3.74E+14,F,13.48,3,14.79
2170,10/29/2021 7:46,P0350,8,visa,4.04E+15,F,17.21,4,18.19
2171,10/29/2021 9:54,P0334,9,visa,4.04E+15,F,5.53,3,6.59
2172,10/29/2021 11:03,P0351,5,visa,4.04E+15,F,10.04,1,11.39
2173,10/29/2021 11:38,P0587,9,mastercard,5.05E+15,F,13.88,2,14.89
2174,10/29/2021 12:21,P0536,9,americanexpress,3.74E+14,F,16.97,2,18.19
2175,10/29/2021 14:13,P0352,3,americanexpress,3.74E+14,F,2.04,3,2.59
2176,10/29/2021 14:58,P0733,8,visa,4.04E+12,F,9.98,2,11.39
2177,10/29/2021 19:54,P0284,6,americanexpress,3.74E+14,F,1.03,6,1.59
2178,10/30/2021 2:21,P0599,7,mastercard,5.11E+15,F,13.54,1,14.79
2179,10/30/2021 2:32,P0400,6,americanexpress,3.74E+14,F,6.39,5,7.69
2180,10/30/2021 2:48,P0513,4,visa,4.04E+15,F,0.97,6,1.59
2181,10/30/2021 3:04,P0538,7,mastercard,5.05E+15,F,5.83,1,7.09
2182,10/30/2021 7:18,P0405,7,americanexpress,3.74E+14,F,18.2,3,19.99
2183,10/30/2021 10:27,P0311,9,visa,4.04E+12,F,9.99,4,11.39
2184,10/30/2021 10:30,P0616,9,visa,4.04E+15,F,11.41,1,12.39
2185,10/30/2021 13:44,P0101,5,americanexpress,3.74E+14,F,16.11,4,17.89
2186,10/30/2021 19:00,P0572,4,visa,4.04E+12,F,5.45,2,6.39
2187,10/30/2021 21:46,P0454,5,visa,4.04E+15,F,5.79,2,6.99
2188,10/30/2021 22:17,P0504,6,visa,4.04E+12,F,3.38,4,4.59
2189,10/31/2021 0:24,P0525,7,americanexpress,3.74E+14,F,13.86,2,14.89
2190,10/31/2021 8:01,P0290,9,americanexpress,3.74E+14,F,18.11,2,19.79
2191,10/31/2021 17:59,P0328,6,americanexpress,3.74E+14,F,3.18,1,4.39
2192,10/31/2021 19:28,P0327,6,americanexpress,3.74E+14,F,7.13,1,8.19
2193,10/31/2021 21:59,P0637,8,americanexpress,3.74E+14,F,15.32,2,17.09
2194,11/1/2021 0:40,P0281,8,mastercard,5.05E+15,F,2.39,1,3.29
2195,11/1/2021 9:20,P0173,7,mastercard,5.11E+15,F,0.93,1,1.59
2196,11/1/2021 9:40,P0316,6,visa,4.04E+12,F,1.81,1,2.19
2197,11/1/2021 12:09,P0278,8,mastercard,5.05E+15,F,13.24,2,14.69
2198,11/1/2021 14:23,P0412,3,visa,4.04E+12,F,16.11,3,17.89
2199,11/1/2021 15:48,P0123,7,visa,4.04E+15,F,7.7,2,8.29
2200,11/1/2021 17:19,P0529,6,visa,4.04E+15,F,17.59,3,18.79
2201,11/1/2021 17:56,P0550,8,americanexpress,3.74E+14,F,15.35,2,17.09
2202,11/2/2021 6:18,P0239,7,mastercard,5.11E+15,F,0.32,8,1.29
2203,11/2/2021 9:15,P0554,3,americanexpress,3.74E+14,F,1.62,1,1.79
2204,11/2/2021 9:52,P0581,5,visa,4.04E+15,F,0.51,4,1.49
2205,11/2/2021 10:16,P0078,5,mastercard,5.11E+15,F,17.81,1,19.29
2206,11/2/2021 10:48,P0398,5,mastercard,5.11E+15,F,1.75,1,2.09
2207,11/2/2021 11:35,P0401,9,americanexpress,3.74E+14,F,16.69,2,18.09
2208,11/2/2021 13:03,P0625,8,americanexpress,3.74E+14,F,5.15,2,5.89
2209,11/2/2021 13:07,P0075,5,americanexpress,3.74E+14,T,3.87,2,4.89
2210,11/2/2021 16:27,P0493,4,americanexpress,3.74E+14,F,18.02,1,19.69
2211,11/2/2021 20:48,P0480,7,mastercard,5.11E+15,F,12.02,1,13.49
2212,11/2/2021 20:50,P0229,8,americanexpress,3.74E+14,F,12.15,4,13.69
2213,11/2/2021 20:53,P0418,5,mastercard,5.11E+15,F,13.24,5,14.69
2214,11/2/2021 23:15,P0126,7,visa,4.04E+15,F,12.18,1,13.79
2215,11/3/2021 1:39,P0643,6,visa,4.04E+15,F,17.61,1,18.89
2216,11/3/2021 2:00,P0305,9,americanexpress,3.74E+14,F,8.74,5,9.99
2217,11/3/2021 2:24,P0510,7,americanexpress,3.74E+14,F,9.35,1,10.89
2218,11/3/2021 3:39,P0334,7,americanexpress,3.74E+14,F,5.53,1,6.59
2219,11/3/2021 7:37,P0001,7,americanexpress,3.74E+14,F,1.58,2,1.69
2220,11/3/2021 7:46,P0142,5,visa,4.04E+12,F,10.09,2,11.39
2221,11/3/2021 7:49,P0396,4,mastercard,5.05E+15,F,4.18,2,4.89
2222,11/3/2021 8:28,P0361,4,visa,4.04E+12,F,8.85,1,10.19
2223,11/3/2021 8:42,P0293,9,americanexpress,3.74E+14,T,18.19,1,19.89
2224,11/3/2021 11:58,P0460,4,visa,4.04E+15,F,4.37,1,4.99
2225,11/3/2021 12:57,P0267,6,mastercard,5.05E+15,T,13.36,4,14.79
2226,11/3/2021 14:10,P0440,5,americanexpress,3.74E+14,F,8.88,1,10.19
2227,11/3/2021 17:37,P0330,7,visa,4.04E+12,F,11.06,2,11.69
2228,11/3/2021 18:39,P0392,3,visa,4.04E+12,T,13.78,3,14.89
2229,11/3/2021 23:27,P0317,9,mastercard,5.11E+15,F,16.83,1,18.19
2230,11/4/2021 0:56,P0362,6,americanexpress,3.74E+14,F,3.73,3,4.79
2231,11/4/2021 2:46,P0640,4,americanexpress,3.74E+14,F,9.92,1,11.29
2232,11/4/2021 9:04,P0556,4,visa,4.04E+12,F,5.5,2,6.49
2233,11/4/2021 10:25,P0247,6,mastercard,5.05E+15,F,13.58,3,14.79
2234,11/4/2021 16:40,P0355,5,mastercard,5.05E+15,F,6.54,3,7.89
2235,11/4/2021 17:26,P0475,9,,3.57E+15,F,8.08,2,8.79
2236,11/4/2021 18:10,P0441,5,visa,4.04E+12,F,1.98,1,2.49
2237,11/4/2021 19:17,P0220,8,americanexpress,3.74E+14,T,16,2,17.79
2238,11/4/2021 22:55,P0080,7,mastercard,5.11E+15,F,11.33,1,12.29
2239,11/5/2021 4:25,P0080,5,americanexpress,3.74E+14,F,11.33,4,12.29
2240,11/5/2021 11:24,P0657,7,americanexpress,3.74E+14,F,16.73,1,18.09
2241,11/5/2021 18:00,P0230,7,visa,4.04E+12,F,4.3,2,4.99
2242,11/5/2021 23:10,P0613,5,visa,4.04E+15,F,9.94,1,11.39
2243,11/6/2021 1:16,P0461,2,mastercard,5.05E+15,F,15.83,2,17.69
2244,11/6/2021 3:00,P0237,7,mastercard,5.11E+15,F,10.43,1,11.49
2245,11/6/2021 3:16,P0133,4,visa,4.04E+15,F,14.2,1,14.99
2246,11/6/2021 8:32,P0615,6,americanexpress,3.74E+14,F,19.95,3,21.39
2247,11/6/2021 9:19,P0458,10,visa,4.04E+12,F,9,7,10.39
2248,11/6/2021 10:18,P0636,9,visa,4.04E+15,F,5.02,2,5.59
2249,11/6/2021 11:00,P0313,6,visa,4.04E+15,F,8.53,1,9.59
2250,11/6/2021 11:32,P0346,9,visa,4.04E+15,F,12.21,1,13.79
2251,11/6/2021 13:58,P0599,6,americanexpress,3.74E+14,F,13.54,4,14.79
2252,11/6/2021 14:31,P0079,4,mastercard,5.05E+15,F,0.09,3,1.09
2253,11/6/2021 15:15,P0665,4,americanexpress,3.74E+14,F,5.54,1,6.59
2254,11/6/2021 19:58,P0554,4,americanexpress,3.74E+14,T,1.62,2,1.79
2255,11/6/2021 21:28,P0206,8,,3.55E+15,T,0.58,1,1.49
2256,11/6/2021 23:58,P0100,1,visa,4.04E+12,F,12.05,3,13.59
2257,11/7/2021 2:06,P0512,2,visa,4.04E+15,F,15.55,1,17.39
2258,11/7/2021 3:14,P0621,6,visa,4.04E+12,F,17.47,1,18.59
2259,11/7/2021 3:23,P0673,7,americanexpress,3.74E+14,F,1.5,2,1.69
2260,11/7/2021 6:02,P0451,6,visa,4.04E+12,F,2.41,3,3.29
2261,11/7/2021 8:00,P0322,6,mastercard,5.05E+15,F,13.65,3,14.89
2262,11/7/2021 11:13,P0515,4,mastercard,5.05E+15,F,8.67,2,9.89
2263,11/7/2021 12:38,P0078,2,mastercard,5.05E+15,F,17.81,1,19.29
2264,11/7/2021 13:54,P0169,7,mastercard,5.05E+15,T,6.79,2,7.99
2265,11/7/2021 15:47,P0128,8,americanexpress,3.74E+14,F,14.97,1,16.49
2266,11/7/2021 15:55,P0384,9,visa,4.04E+15,F,4.83,2,5.19
2267,11/7/2021 17:38,P0282,12,visa,4.04E+12,F,10.86,2,11.59
2268,11/7/2021 21:35,P0606,3,visa,4.04E+15,F,14.31,2,15.19
2269,11/8/2021 3:37,P0063,6,mastercard,5.11E+15,T,3.09,1,4.29
2270,11/8/2021 6:14,P0329,4,visa,4.04E+12,F,3.45,3,4.59
2271,11/8/2021 7:19,P0367,6,visa,4.04E+12,F,11.63,1,12.89
2272,11/8/2021 7:47,P0297,7,mastercard,5.05E+15,F,17.82,5,19.29
2273,11/8/2021 10:40,P0167,8,visa,4.04E+15,F,13.32,3,14.79
2274,11/8/2021 12:26,P0325,6,americanexpress,3.74E+14,F,5.35,4,6.29
2275,11/8/2021 12:38,P0342,6,visa,4.04E+15,F,18.73,2,20.69
2276,11/8/2021 15:42,P0559,3,americanexpress,3.74E+14,F,6.29,1,7.69
2277,11/8/2021 16:31,P0407,3,americanexpress,3.74E+14,F,12.35,1,13.99
2278,11/8/2021 18:26,P0356,7,mastercard,5.05E+15,F,2.39,2,3.29
2279,11/8/2021 20:44,P0370,9,americanexpress,3.74E+14,F,19.51,2,21.29
2280,11/8/2021 21:21,P0747,7,americanexpress,3.74E+14,F,14.79,1,16.19
2281,11/8/2021 22:49,P0550,7,visa,4.04E+15,F,15.35,1,17.09
2282,11/8/2021 23:08,P0228,7,,2.02E+14,F,0.09,3,1.09
2283,11/9/2021 2:43,P0102,5,mastercard,5.05E+15,F,16.26,2,17.99
2284,11/9/2021 4:20,P0525,6,americanexpress,3.74E+14,F,13.86,2,14.89
2285,11/9/2021 4:55,P0223,5,americanexpress,3.74E+14,F,6.71,2,7.99
2286,11/9/2021 6:43,P0518,10,americanexpress,3.74E+14,F,16.41,3,17.99
2287,11/9/2021 8:09,P0696,8,americanexpress,3.74E+14,F,3.38,2,4.59
2288,11/9/2021 10:13,P0425,8,visa,4.04E+12,F,10.49,2,11.49
2289,11/9/2021 10:17,P0251,7,visa,4.04E+15,F,2.11,1,2.79
2290,11/9/2021 10:56,P0633,7,americanexpress,3.74E+14,F,10.04,2,11.39
2291,11/9/2021 13:25,P0180,7,americanexpress,3.74E+14,F,19.25,1,21.19
2292,11/9/2021 14:51,P0501,6,mastercard,5.11E+15,T,0.66,1,1.49
2293,11/9/2021 18:13,P0334,5,mastercard,5.05E+15,F,5.53,4,6.59
2294,11/9/2021 18:35,P0180,5,visa,4.04E+15,F,19.25,1,21.19
2295,11/9/2021 18:56,P0678,6,americanexpress,3.74E+14,F,7.6,4,8.29
2296,11/9/2021 19:22,P0123,7,visa,4.04E+15,F,7.7,1,8.29
2297,11/9/2021 20:22,P0538,7,mastercard,5.11E+15,F,5.83,3,7.09
2298,11/9/2021 23:09,P0235,2,mastercard,5.05E+15,F,11.99,1,13.49
2299,11/10/2021 2:15,P0402,8,mastercard,5.05E+15,F,11.61,2,12.79
2300,11/10/2021 2:36,P0533,10,americanexpress,3.74E+14,F,1.5,3,1.69
2301,11/10/2021 4:03,P0214,7,visa,4.04E+12,F,3.27,2,4.49
2302,11/10/2021 4:10,P0237,7,americanexpress,3.74E+14,F,10.43,3,11.49
2303,11/10/2021 4:21,P0602,3,americanexpress,3.74E+14,T,15.81,5,17.59
2304,11/10/2021 8:04,P0521,3,mastercard,5.11E+15,F,16.37,1,17.99
2305,11/10/2021 8:21,P0516,5,americanexpress,3.74E+14,F,6.12,3,7.49
2306,11/10/2021 11:30,P0543,7,americanexpress,3.74E+14,F,17.45,3,18.49
2307,11/10/2021 12:30,P0458,4,visa,4.04E+15,T,9,3,10.39
2308,11/10/2021 14:03,P0711,5,mastercard,5.11E+15,F,9.87,4,11.29
2309,11/10/2021 16:58,P0432,9,visa,4.04E+12,F,17.36,1,18.39
2310,11/10/2021 17:26,P0649,8,visa,4.04E+15,F,18.36,5,20.19
2311,11/10/2021 23:38,P0623,4,mastercard,5.11E+15,F,16.64,1,18.09
2312,11/11/2021 0:08,P0607,5,visa,4.04E+15,F,3.38,4,4.59
2313,11/11/2021 8:20,P0409,7,americanexpress,3.74E+14,F,18.03,2,19.69
2314,11/11/2021 8:49,P0206,2,americanexpress,3.74E+14,F,0.58,4,1.49
2315,11/11/2021 10:45,P0554,3,,3.59E+15,F,1.62,1,1.79
2316,11/11/2021 11:45,P0384,7,visa,4.04E+12,F,4.83,1,5.19
2317,11/11/2021 11:52,P0177,1,mastercard,5.05E+15,F,7.63,1,8.29
2318,11/11/2021 12:35,P0341,6,mastercard,5.11E+15,F,10.79,2,11.59
2319,11/11/2021 13:45,P0687,6,americanexpress,3.74E+14,F,16.69,1,18.09
2320,11/11/2021 14:28,P0127,2,visa,4.04E+15,F,13.91,1,14.89
2321,11/11/2021 14:50,P0456,7,mastercard,5.11E+15,F,18.35,1,20.19
2322,11/11/2021 15:37,P0539,7,visa,4.04E+15,F,8.13,1,8.89
2323,11/11/2021 15:54,P0387,8,americanexpress,3.74E+14,F,4.99,3,5.59
2324,11/11/2021 15:58,P0061,3,visa,4.04E+12,F,16.74,2,18.09
2325,11/11/2021 18:28,P0356,7,americanexpress,3.74E+14,F,2.39,1,3.29
2326,11/11/2021 19:36,P0203,9,mastercard,5.05E+15,T,4.78,3,5.09
2327,11/11/2021 23:38,P0174,6,visa,4.04E+15,F,2.25,4,2.99
2328,11/12/2021 6:30,P0353,3,visa,4.04E+15,F,15.1,3,16.69
2329,11/12/2021 11:48,P0432,6,mastercard,5.05E+15,F,17.36,3,18.39
2330,11/12/2021 13:45,P0332,4,visa,4.04E+15,F,16.62,1,18.09
2331,11/12/2021 16:36,P0103,8,americanexpress,3.74E+14,F,10.61,1,11.59
2332,11/12/2021 17:02,P0715,6,mastercard,5.05E+15,F,7.6,1,8.29
2333,11/13/2021 1:17,P0174,4,americanexpress,3.74E+14,F,2.25,4,2.99
2334,11/13/2021 2:55,P0069,5,mastercard,5.11E+15,F,5.23,1,5.99
2335,11/13/2021 4:49,P0633,8,americanexpress,3.74E+14,T,10.04,1,11.39
2336,11/13/2021 6:28,P0468,4,,3.54E+15,T,13.48,1,14.79
2337,11/13/2021 7:09,P0388,5,americanexpress,3.74E+14,F,17.9,1,19.39
2338,11/13/2021 7:32,P0671,8,visa,4.04E+15,F,19.14,1,21.09
2339,11/13/2021 14:30,P0292,7,visa,4.04E+12,F,10.49,1,11.49
2340,11/13/2021 15:41,P0329,4,visa,4.04E+15,F,3.45,2,4.59
2341,11/13/2021 16:19,P0699,6,mastercard,5.05E+15,F,1.92,1,2.39
2342,11/13/2021 19:07,P0429,5,americanexpress,3.74E+14,F,0.78,3,1.59
2343,11/13/2021 19:39,P0623,6,mastercard,5.05E+15,F,16.64,3,18.09
2344,11/14/2021 0:03,P0154,7,mastercard,5.11E+15,F,6.06,1,7.39
2345,11/14/2021 0:46,P0640,5,mastercard,5.05E+15,F,9.92,3,11.29
2346,11/14/2021 6:48,P0365,6,mastercard,5.11E+15,F,14.34,2,15.29
2347,11/14/2021 7:40,P0617,10,visa,4.04E+15,F,0.35,2,1.39
2348,11/14/2021 8:44,P0638,2,mastercard,5.05E+15,F,16.92,4,18.19
2349,11/14/2021 13:28,P0104,5,mastercard,5.11E+15,F,14.48,1,15.59
2350,11/14/2021 13:32,P0396,9,visa,4.04E+15,F,4.18,1,4.89
2351,11/14/2021 16:10,P0137,5,visa,4.04E+12,F,1.91,1,2.39
2352,11/14/2021 16:54,P0386,7,americanexpress,3.74E+14,F,19.79,3,21.39
2353,11/14/2021 18:18,P0632,3,americanexpress,3.74E+14,T,7.68,1,8.29
2354,11/14/2021 20:01,P0579,6,,5.01E+15,F,19.5,1,21.29
2355,11/15/2021 1:28,P0257,7,,3.54E+15,F,14.78,1,16.19
2356,11/15/2021 2:43,P0036,3,visa,4.04E+15,F,3.59,5,4.69
2357,11/15/2021 3:26,P0540,10,visa,4.04E+15,T,18.72,1,20.69
2358,11/15/2021 5:04,P0543,3,visa,4.04E+15,F,17.45,1,18.49
2359,11/15/2021 5:08,P0012,7,mastercard,5.05E+15,F,11.93,2,13.39
2360,11/15/2021 5:29,P0622,6,americanexpress,3.74E+14,F,13.87,1,14.89
2361,11/15/2021 5:34,P0569,5,visa,4.04E+12,F,6.84,1,8.09
2362,11/15/2021 5:54,P0136,11,mastercard,5.11E+15,F,3.23,2,4.39
2363,11/15/2021 6:55,P0730,7,mastercard,5.11E+15,F,3.4,4,4.59
2364,11/15/2021 10:26,P0620,4,visa,4.04E+12,F,18.49,1,20.39
2365,11/15/2021 11:17,P0184,7,mastercard,5.11E+15,F,1.21,2,1.69
2366,11/15/2021 12:10,P0560,7,visa,4.04E+15,F,1.4,1,1.69
2367,11/15/2021 13:42,P0285,5,mastercard,5.05E+15,F,2.73,4,3.79
2368,11/15/2021 16:17,P0376,7,americanexpress,3.74E+14,F,10.3,4,11.49
2369,11/15/2021 16:35,P0407,9,americanexpress,3.74E+14,F,12.35,2,13.99
2370,11/15/2021 20:19,P0606,8,americanexpress,3.74E+14,F,14.31,1,15.19
2371,11/15/2021 21:20,P0514,3,,3.55E+15,F,18.98,2,20.99
2372,11/15/2021 23:12,P0626,9,visa,4.04E+15,F,7.33,2,8.19
2373,11/16/2021 1:46,P0467,7,visa,4.04E+15,F,4.66,3,4.99
2454,11/23/2021 1:28,P0353,8,mastercard,5.05E+15,F,15.1,2,16.69
